epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1201.28,0.80237,1.19436,1.24494,0.69824,0.23333,0.15259,0.0713,2.26506,6.37754,2.78984,0.000261473,0.000261473,0.000261473
26,1248.03,0.75138,1.09995,1.14128,0.69824,0.23333,0.15259,0.0713,2.26506,6.37754,2.78984,0.000268831,0.000268831,0.000268831
27,1295.19,0.73598,1.45532,1.12309,0.73483,0.23333,0.19826,0.0893,2.33371,6.79867,2.77336,0.000275906,0.000275906,0.000275906
28,1341.96,0.66255,1.1544,1.10585,0.73483,0.23333,0.19826,0.0893,2.33371,6.79867,2.77336,0.000282698,0.000282698,0.000282698
29,1388.93,0.53336,0.83233,0.9957,0.27746,0.4,0.32935,0.1433,2.15554,15.8088,2.65473,0.000289207,0.000289207,0.000289207
30,1435.79,0.72447,1.41639,1.20742,0.27746,0.4,0.32935,0.1433,2.15554,15.8088,2.65473,0.000295433,0.000295433,0.000295433
31,1482.14,0.69957,1.25509,1.21797,0.60827,0.23333,0.23831,0.18148,1.89953,4.91725,2.03992,0.000301376,0.000301376,0.000301376
32,1527.92,0.64882,1.27081,1.14643,0.60827,0.23333,0.23831,0.18148,1.89953,4.91725,2.03992,0.000307036,0.000307036,0.000307036
33,1574.6,0.66689,1.19142,1.1132,0.26682,0.23333,0.2134,0.15937,2.24756,5.83315,2.41526,0.000312414,0.000312414,0.000312414
34,1620.71,0.63997,0.9309,1.15033,0.26682,0.23333,0.2134,0.15937,2.24756,5.83315,2.41526,0.000317508,0.000317508,0.000317508
35,1667.05,0.67644,0.99477,1.16943,0.13109,0.4,0.21141,0.1665,2.13278,10.9322,3.04104,0.00032232,0.00032232,0.00032232
36,1713.33,0.63121,1.05256,1.21213,0.13109,0.4,0.21141,0.1665,2.13278,10.9322,3.04104,0.000326848,0.000326848,0.000326848
37,1760.37,0.73411,0.95426,1.15117,0.02906,0.4,0.10292,0.08129,1.97894,22.0178,2.5471,0.000331094,0.000331094,0.000331094
38,1806.78,0.85191,1.16431,1.28435,0.02906,0.4,0.10292,0.08129,1.97894,22.0178,2.5471,0.000335056,0.000335056,0.000335056
39,1853.78,0.5905,0.81789,1.06951,0.02194,0.33333,0.09796,0.07958,2.19517,16.9426,2.89517,0.000338736,0.000338736,0.000338736
40,1899.4,0.60088,0.85389,1.08725,0.02194,0.33333,0.09796,0.07958,2.19517,16.9426,2.89517,0.000342133,0.000342133,0.000342133
41,1946.36,0.6096,0.92774,1.09354,0.02151,0.16667,0.10063,0.07081,1.98997,21.2328,2.68446,0.000345246,0.000345246,0.000345246
42,1992.28,0.63414,0.96996,1.09096,0.02151,0.16667,0.10063,0.07081,1.98997,21.2328,2.68446,0.000348077,0.000348077,0.000348077
43,2040.41,0.61765,0.72309,1.05873,0.03089,0.16667,0.0935,0.07971,2.46563,12.4298,3.36844,0.000350625,0.000350625,0.000350625
44,2085.84,0.62612,0.74053,1.08007,0.03089,0.16667,0.0935,0.07971,2.46563,12.4298,3.36844,0.00035289,0.00035289,0.00035289
45,2134.96,0.57553,0.68491,1.05082,0.00286,0.56667,0.00966,0.00444,2.73047,23.9889,3.10614,0.000354872,0.000354872,0.000354872
46,2187.62,0.80135,0.89062,1.2574,0.00286,0.56667,0.00966,0.00444,2.73047,23.9889,3.10614,0.000356571,0.000356571,0.000356571
47,2234.69,0.74478,0.82021,1.19882,0.03627,0.23333,0.01924,0.00834,2.8994,33.2428,2.92964,0.000357987,0.000357987,0.000357987
48,2279.96,0.79539,1.06091,1.2612,0.03627,0.23333,0.01924,0.00834,2.8994,33.2428,2.92964,0.000359121,0.000359121,0.000359121
49,2325.32,0.67203,0.78335,1.16451,0.15983,0.06667,0.03473,0.02353,2.68888,28.9916,3.81323,0.000359971,0.000359971,0.000359971
50,2370.29,0.7225,0.75878,1.19218,0.15983,0.06667,0.03473,0.02353,2.68888,28.9916,3.81323,0.000360538,0.000360538,0.000360538
51,2415.55,0.9695,0.97551,1.54911,0.31732,0.06667,0.0664,0.04605,2.84835,33.5029,3.50239,0.000360822,0.000360822,0.000360822
52,2457.75,0.674,0.78854,1.05117,0.31732,0.06667,0.0664,0.04605,2.84835,33.5029,3.50239,0.000360824,0.000360824,0.000360824
53,2504.48,0.78552,0.89743,1.23627,0.31732,0.06667,0.0664,0.04605,2.84835,33.5029,3.50239,0.000360542,0.000360542,0.000360542
54,2551.75,0.75651,1.10509,1.22357,0.08587,0.3,0.10068,0.05115,2.64586,31.9204,3.38879,0.000359978,0.000359978,0.000359978
55,2597.69,0.60904,0.76037,1.11529,0.08587,0.3,0.10068,0.05115,2.64586,31.9204,3.38879,0.000359131,0.000359131,0.000359131
56,2643.95,0.63218,0.75763,1.11427,0.08587,0.3,0.10068,0.05115,2.64586,31.9204,3.38879,0.000358,0.000358,0.000358
57,2690.13,0.81408,0.94201,1.34531,0.07448,0.23333,0.03625,0.01655,2.46692,11.9249,2.92202,0.000356587,0.000356587,0.000356587
58,2736.97,0.68558,0.81903,1.10538,0.07448,0.23333,0.03625,0.01655,2.46692,11.9249,2.92202,0.000354891,0.000354891,0.000354891
59,2784.22,0.53268,0.66133,1.0108,0.07448,0.23333,0.03625,0.01655,2.46692,11.9249,2.92202,0.000352912,0.000352912,0.000352912
60,2830.27,0.7501,0.77157,1.18695,0.12133,0.23333,0.21426,0.14037,2.40113,7.09608,2.70906,0.000350649,0.000350649,0.000350649
61,2871.51,0.71275,0.84338,1.16762,0.12133,0.23333,0.21426,0.14037,2.40113,7.09608,2.70906,0.000348104,0.000348104,0.000348104
62,2920.5,0.65281,0.67811,1.20904,0.12133,0.23333,0.21426,0.14037,2.40113,7.09608,2.70906,0.000345276,0.000345276,0.000345276
63,2971.08,0.65345,0.70308,1.20468,0.52097,0.16667,0.2431,0.15559,2.22381,6.37411,2.17524,0.000342165,0.000342165,0.000342165
64,3022.06,0.5227,0.63909,1.05989,0.52097,0.16667,0.2431,0.15559,2.22381,6.37411,2.17524,0.000338772,0.000338772,0.000338772
65,3069.47,0.58361,0.7066,1.06717,0.52097,0.16667,0.2431,0.15559,2.22381,6.37411,2.17524,0.000335095,0.000335095,0.000335095
66,3113.35,0.70123,0.76331,1.19165,0.26521,0.35643,0.33349,0.18602,2.31894,5.09901,2.48748,0.000331135,0.000331135,0.000331135
67,3160.69,0.65712,0.74532,1.20292,0.26521,0.35643,0.33349,0.18602,2.31894,5.09901,2.48748,0.000326892,0.000326892,0.000326892
68,3208.89,0.54389,0.65269,1.07479,0.26521,0.35643,0.33349,0.18602,2.31894,5.09901,2.48748,0.000322367,0.000322367,0.000322367
69,3256.48,0.79395,0.83119,1.24722,0.57547,0.23333,0.32326,0.19332,2.20902,4.60595,2.24922,0.000317558,0.000317558,0.000317558
70,3302.34,0.57005,0.64325,1.06588,0.57547,0.23333,0.32326,0.19332,2.20902,4.60595,2.24922,0.000312467,0.000312467,0.000312467
71,3346.74,0.48673,0.62383,1.06007,0.57547,0.23333,0.32326,0.19332,2.20902,4.60595,2.24922,0.000307092,0.000307092,0.000307092
72,3392.54,0.65472,0.75021,1.08869,0.40647,0.23333,0.21905,0.13923,1.9899,6.14666,1.93211,0.000301435,0.000301435,0.000301435
73,3437.78,0.72727,0.70007,1.14433,0.40647,0.23333,0.21905,0.13923,1.9899,6.14666,1.93211,0.000295494,0.000295494,0.000295494
74,3484.24,0.45883,0.53411,0.9934,0.40647,0.23333,0.21905,0.13923,1.9899,6.14666,1.93211,0.000289271,0.000289271,0.000289271
75,3532.24,0.76066,0.72286,1.30372,0.33162,0.23333,0.20555,0.16964,1.9099,7.96217,2.11247,0.000282765,0.000282765,0.000282765
76,3579.41,0.54847,0.59368,1.04799,0.33162,0.23333,0.20555,0.16964,1.9099,7.96217,2.11247,0.000275976,0.000275976,0.000275976
77,3627.29,0.53664,0.54079,1.00139,0.33162,0.23333,0.20555,0.16964,1.9099,7.96217,2.11247,0.000268904,0.000268904,0.000268904
78,3673.65,0.62921,0.60281,1.18272,0.34461,0.73333,0.37866,0.08824,2.17374,5.75783,2.20463,0.000261548,0.000261548,0.000261548
79,3719.46,0.49995,0.59938,0.98829,0.34461,0.73333,0.37866,0.08824,2.17374,5.75783,2.20463,0.00025391,0.00025391,0.00025391
80,3766,0.51868,0.51915,1.03882,0.34461,0.73333,0.37866,0.08824,2.17374,5.75783,2.20463,0.000245989,0.000245989,0.000245989
81,3812.82,0.57044,0.59824,1.00616,0.25617,0.559,0.33866,0.08836,2.39315,5.45695,2.71498,0.000237786,0.000237786,0.000237786
82,3858.57,0.45562,0.54787,0.92706,0.25617,0.559,0.33866,0.08836,2.39315,5.45695,2.71498,0.000229299,0.000229299,0.000229299
83,3905.39,0.51042,0.6125,1.02416,0.25617,0.559,0.33866,0.08836,2.39315,5.45695,2.71498,0.000220529,0.000220529,0.000220529
84,3951.45,0.50607,0.54825,1.00782,0.33693,0.56667,0.37477,0.10964,2.49099,4.03727,2.74182,0.000211476,0.000211476,0.000211476
85,3996.14,0.5054,0.50347,1.01625,0.33693,0.56667,0.37477,0.10964,2.49099,4.03727,2.74182,0.000202141,0.000202141,0.000202141
86,4041.17,0.44395,0.52444,1.03587,0.33693,0.56667,0.37477,0.10964,2.49099,4.03727,2.74182,0.000192522,0.000192522,0.000192522
87,4084.86,0.40296,0.46597,0.9497,0.33693,0.56667,0.37477,0.10964,2.49099,4.03727,2.74182,0.00018262,0.00018262,0.00018262
88,4131.58,0.40174,0.47452,0.94271,0.31568,0.23333,0.19983,0.07048,2.29929,3.60854,2.38564,0.000172436,0.000172436,0.000172436
89,4177.87,0.45094,0.5647,1.00485,0.31568,0.23333,0.19983,0.07048,2.29929,3.60854,2.38564,0.000161969,0.000161969,0.000161969
90,4223.91,0.46409,0.48669,1.02429,0.31568,0.23333,0.19983,0.07048,2.29929,3.60854,2.38564,0.000151218,0.000151218,0.000151218
91,4269.1,0.4847,0.56562,1.01319,0.31568,0.23333,0.19983,0.07048,2.29929,3.60854,2.38564,0.000140185,0.000140185,0.000140185
92,4316.81,0.34274,0.47771,0.88011,0.89071,0.06667,0.07803,0.0559,2.14603,3.53043,2.24497,0.000128869,0.000128869,0.000128869
93,4364.35,0.35221,0.50469,0.94255,0.89071,0.06667,0.07803,0.0559,2.14603,3.53043,2.24497,0.000117269,0.000117269,0.000117269
94,4412.61,0.41279,0.48586,1.00273,0.89071,0.06667,0.07803,0.0559,2.14603,3.53043,2.24497,0.000105387,0.000105387,0.000105387
95,4460.87,0.39472,0.50549,0.90034,0.89071,0.06667,0.07803,0.0559,2.14603,3.53043,2.24497,9.32222e-05,9.32222e-05,9.32222e-05
96,4507.85,0.38018,0.48092,0.94838,0.23287,0.23333,0.16002,0.06417,2.1126,3.5238,2.16622,8.07742e-05,8.07742e-05,8.07742e-05
97,4557.77,0.25393,0.38435,0.79911,0.23287,0.23333,0.16002,0.06417,2.1126,3.5238,2.16622,6.80433e-05,6.80433e-05,6.80433e-05
98,4607.36,0.32412,0.43097,0.85747,0.23287,0.23333,0.16002,0.06417,2.1126,3.5238,2.16622,5.50294e-05,5.50294e-05,5.50294e-05
99,4651.42,0.27139,0.422,0.85611,0.23287,0.23333,0.16002,0.06417,2.1126,3.5238,2.16622,4.17325e-05,4.17325e-05,4.17325e-05
100,4695.52,0.34913,0.45629,0.90307,0.30315,0.3639,0.29966,0.07911,2.11808,3.31491,2.19791,2.81527e-05,2.81527e-05,2.81527e-05
