epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,153.78,0.5752,1.4565,1.06916,0.21693,0.49503,0.49167,0.4382,0.62525,8.13054,1.42049,0.000182519,0.000182519,0.000182519
17,162.805,0.59773,1.56894,1.17246,0.23976,0.42318,0.30635,0.27046,0.65483,8.21227,1.2162,0.000192423,0.000192423,0.000192423
18,171.617,0.86304,1.61079,1.21561,0.23976,0.42318,0.30635,0.27046,0.65483,8.21227,1.2162,0.000202045,0.000202045,0.000202045
19,180.509,0.71236,1.67595,1.0248,0.4874,0.15407,0.11521,0.07181,0.79667,9.31812,1.2857,0.000211383,0.000211383,0.000211383
20,190.739,0.57364,1.27164,1.11308,0.4874,0.15407,0.11521,0.07181,0.79667,9.31812,1.2857,0.000220439,0.000220439,0.000220439
21,199.745,0.55462,1.31882,1.12235,0.57909,0.16667,0.16647,0.11697,0.95154,8.51473,1.41735,0.000229212,0.000229212,0.000229212
22,209.652,0.58685,0.91317,1.08097,0.57909,0.16667,0.16647,0.11697,0.95154,8.51473,1.41735,0.000237701,0.000237701,0.000237701
23,219.762,0.61327,1.32248,1.20593,0.22124,0.16667,0.19025,0.14453,1.22178,8.61427,1.58641,0.000245908,0.000245908,0.000245908
24,229.72,0.76451,1.13168,1.31865,0.22124,0.16667,0.19025,0.14453,1.22178,8.61427,1.58641,0.000253832,0.000253832,0.000253832
25,239.921,0.69988,1.34398,1.26582,0.164,0.16667,0.19622,0.14621,1.32863,8.28683,1.61734,0.000261473,0.000261473,0.000261473
26,249.959,1.03358,1.97805,1.594,0.164,0.16667,0.19622,0.14621,1.32863,8.28683,1.61734,0.000268831,0.000268831,0.000268831
27,260.137,0.91299,1.52038,1.31057,0.77777,0.16667,0.12107,0.07934,1.72204,7.33046,2.40974,0.000275906,0.000275906,0.000275906
28,271.033,0.77513,1.13176,1.14774,0.77777,0.16667,0.12107,0.07934,1.72204,7.33046,2.40974,0.000282698,0.000282698,0.000282698
29,281.57,1.07358,1.47233,1.49361,0.82353,0.33333,0.29613,0.15287,1.7646,6.62249,2.26843,0.000289207,0.000289207,0.000289207
30,292.293,1.06158,1.59916,1.59013,0.82353,0.33333,0.29613,0.15287,1.7646,6.62249,2.26843,0.000295433,0.000295433,0.000295433
31,301.651,1.29154,1.68058,1.66985,0.3597,1,0.56383,0.37155,1.24683,9.28819,1.59402,0.000301376,0.000301376,0.000301376
32,311.596,1.03189,1.4769,1.41096,0.3597,1,0.56383,0.37155,1.24683,9.28819,1.59402,0.000307036,0.000307036,0.000307036
33,321.57,1.22561,1.74189,1.64505,0.25916,0.66667,0.48956,0.39819,1.06728,6.06993,1.44923,0.000312414,0.000312414,0.000312414
34,330.212,0.61823,1.09354,1.20853,0.25916,0.66667,0.48956,0.39819,1.06728,6.06993,1.44923,0.000317508,0.000317508,0.000317508
35,337.775,1.22149,1.49196,1.49929,0.13878,0.49704,0.17657,0.10278,0.97226,6.18335,1.27842,0.00032232,0.00032232,0.00032232
36,344.363,0.6629,0.98474,1.18001,0.13878,0.49704,0.17657,0.10278,0.97226,6.18335,1.27842,0.000326848,0.000326848,0.000326848
37,352.839,0.89759,1.05441,1.3051,0.11537,0.5,0.14925,0.07925,1.24441,9.43822,1.7453,0.000331094,0.000331094,0.000331094
38,359.51,0.75187,0.90301,1.10022,0.11537,0.5,0.14925,0.07925,1.24441,9.43822,1.7453,0.000335056,0.000335056,0.000335056
39,366.606,0.84557,0.99645,1.23944,0.42739,0.33333,0.13007,0.09181,1.09533,9.62254,1.71992,0.000338736,0.000338736,0.000338736
40,373.396,0.46292,0.77246,0.93756,0.42739,0.33333,0.13007,0.09181,1.09533,9.62254,1.71992,0.000342133,0.000342133,0.000342133
41,380.082,0.54452,0.78557,0.96281,0.18402,0.33333,0.28484,0.13936,0.99058,8.4507,1.67136,0.000345246,0.000345246,0.000345246
42,386.742,0.65803,0.97153,1.16169,0.18402,0.33333,0.28484,0.13936,0.99058,8.4507,1.67136,0.000348077,0.000348077,0.000348077
43,394.911,0.77356,1.18855,1.25524,0.02828,0.16667,0.18283,0.08971,1.36628,13.577,2.1448,0.000350625,0.000350625,0.000350625
44,402.645,0.97015,1.03355,1.30953,0.02828,0.16667,0.18283,0.08971,1.36628,13.577,2.1448,0.00035289,0.00035289,0.00035289
45,410.454,0.91405,1.03678,1.2709,0.46994,0.5,0.21728,0.17669,1.60281,8.8615,2.64137,0.000354872,0.000354872,0.000354872
46,418.115,1.20005,1.14528,1.60685,0.46994,0.5,0.21728,0.17669,1.60281,8.8615,2.64137,0.000356571,0.000356571,0.000356571
47,425.889,0.67946,0.93503,1.14435,0.47335,0.5,0.17421,0.15398,1.78895,25.2224,3.0911,0.000357987,0.000357987,0.000357987
48,433.852,1.00752,1.36605,1.51781,0.47335,0.5,0.17421,0.15398,1.78895,25.2224,3.0911,0.000359121,0.000359121,0.000359121
49,442.054,0.82923,0.92088,1.20669,0.01204,0.16667,0.00925,0.00408,2.13108,59.9194,3.90032,0.000359971,0.000359971,0.000359971
50,450.264,0.83887,1.14454,1.38665,0.01204,0.16667,0.00925,0.00408,2.13108,59.9194,3.90032,0.000360538,0.000360538,0.000360538
51,458.516,0.89617,1.39764,1.35444,0.38659,0.33333,0.06071,0.01887,1.95988,6.86342,3.8237,0.000360822,0.000360822,0.000360822
52,466.684,0.81745,1.10753,1.24365,0.38659,0.33333,0.06071,0.01887,1.95988,6.86342,3.8237,0.000360824,0.000360824,0.000360824
53,475.426,1.54329,1.39556,1.808,0.38659,0.33333,0.06071,0.01887,1.95988,6.86342,3.8237,0.000360542,0.000360542,0.000360542
54,483.791,0.90756,1.51027,1.37397,0.19047,0.66667,0.19598,0.13422,1.34284,3.86071,2.38079,0.000359978,0.000359978,0.000359978
55,491.318,1.17227,1.20251,1.53321,0.19047,0.66667,0.19598,0.13422,1.34284,3.86071,2.38079,0.000359131,0.000359131,0.000359131
56,498.454,0.80123,1.72187,1.29865,0.19047,0.66667,0.19598,0.13422,1.34284,3.86071,2.38079,0.000358,0.000358,0.000358
57,506.643,1.30051,1.56654,1.64761,0.12041,0.5,0.26308,0.18362,1.00234,6.50922,2.07039,0.000356587,0.000356587,0.000356587
58,514.731,1.21442,1.30265,1.4312,0.12041,0.5,0.26308,0.18362,1.00234,6.50922,2.07039,0.000354891,0.000354891,0.000354891
59,523.505,0.69942,0.9812,1.13954,0.12041,0.5,0.26308,0.18362,1.00234,6.50922,2.07039,0.000352912,0.000352912,0.000352912
60,530.832,0.68764,1.13097,1.14455,0.71688,0.33333,0.16445,0.07156,1.51953,13.2573,2.87058,0.000350649,0.000350649,0.000350649
61,538.122,0.7316,0.9784,1.23023,0.71688,0.33333,0.16445,0.07156,1.51953,13.2573,2.87058,0.000348104,0.000348104,0.000348104
62,544.668,0.71746,0.86092,1.16125,0.71688,0.33333,0.16445,0.07156,1.51953,13.2573,2.87058,0.000345276,0.000345276,0.000345276
63,1005.15,1.20627,1.14634,1.59779,0.7176,0.33333,0.12381,0.04826,2.30351,13.8022,4.22579,0.000342165,0.000342165,0.000342165
64,1012.67,0.67558,0.845,1.04733,0.7176,0.33333,0.12381,0.04826,2.30351,13.8022,4.22579,0.000338772,0.000338772,0.000338772
65,1020,1.07153,1.00411,1.41305,0.7176,0.33333,0.12381,0.04826,2.30351,13.8022,4.22579,0.000335095,0.000335095,0.000335095
66,1028.62,1.13858,2.15741,1.44699,0.75931,0.33333,0.13858,0.06607,2.02182,12.1408,3.30723,0.000331135,0.000331135,0.000331135
67,1038.12,1.02172,0.9155,1.32536,0.75931,0.33333,0.13858,0.06607,2.02182,12.1408,3.30723,0.000326892,0.000326892,0.000326892
68,1047.23,1.03916,1.6845,1.29113,0.75931,0.33333,0.13858,0.06607,2.02182,12.1408,3.30723,0.000322367,0.000322367,0.000322367
69,1055.39,1.37645,1.47562,1.75003,0.07479,1,0.11176,0.08834,1.78973,5.55643,2.70623,0.000317558,0.000317558,0.000317558
70,1064.65,1.16545,1.44963,1.40276,0.07479,1,0.11176,0.08834,1.78973,5.55643,2.70623,0.000312467,0.000312467,0.000312467
71,1073.25,1.06818,1.20481,1.50996,0.07479,1,0.11176,0.08834,1.78973,5.55643,2.70623,0.000307092,0.000307092,0.000307092
72,1082.21,0.99184,1.17338,1.47821,0.05311,0.33333,0.0804,0.05339,1.2747,6.67438,2.30971,0.000301435,0.000301435,0.000301435
73,1089.96,0.90736,1.13786,1.21653,0.05311,0.33333,0.0804,0.05339,1.2747,6.67438,2.30971,0.000295494,0.000295494,0.000295494
74,1098.69,0.71842,1.1824,1.13954,0.05311,0.33333,0.0804,0.05339,1.2747,6.67438,2.30971,0.000289271,0.000289271,0.000289271
75,1107.95,1.15127,1.70119,1.45818,0.07117,0.83333,0.14909,0.08117,1.328,7.5337,2.09251,0.000282765,0.000282765,0.000282765
76,1116.39,0.64862,0.69371,1.02575,0.07117,0.83333,0.14909,0.08117,1.328,7.5337,2.09251,0.000275976,0.000275976,0.000275976
77,1124.81,0.61201,0.91688,1.09434,0.07117,0.83333,0.14909,0.08117,1.328,7.5337,2.09251,0.000268904,0.000268904,0.000268904
78,1134.48,0.53951,0.8786,1.09141,0.09845,0.83333,0.11516,0.05562,1.30516,10.6799,1.94594,0.000261548,0.000261548,0.000261548
79,1145.44,0.78388,0.80717,1.19864,0.09845,0.83333,0.11516,0.05562,1.30516,10.6799,1.94594,0.00025391,0.00025391,0.00025391
80,1156.26,0.82796,0.99022,1.17801,0.09845,0.83333,0.11516,0.05562,1.30516,10.6799,1.94594,0.000245989,0.000245989,0.000245989
81,1167.72,0.7336,0.83357,1.32109,0.06525,0.83333,0.11518,0.07246,1.12153,8.20072,1.57501,0.000237786,0.000237786,0.000237786
82,1178.48,0.65266,0.81972,1.09332,0.06525,0.83333,0.11518,0.07246,1.12153,8.20072,1.57501,0.000229299,0.000229299,0.000229299
83,1188.97,0.64132,0.76097,1.13917,0.06525,0.83333,0.11518,0.07246,1.12153,8.20072,1.57501,0.000220529,0.000220529,0.000220529
84,1200,0.72987,1.20055,1.2001,0.07864,0.33333,0.14386,0.07545,0.86645,6.9142,1.46886,0.000211476,0.000211476,0.000211476
85,1209.48,0.89593,0.92866,1.3624,0.07864,0.33333,0.14386,0.07545,0.86645,6.9142,1.46886,0.000202141,0.000202141,0.000202141
86,1218.22,0.66055,0.72787,1.10098,0.07864,0.33333,0.14386,0.07545,0.86645,6.9142,1.46886,0.000192522,0.000192522,0.000192522
87,1226.78,0.67554,0.69141,1.18439,0.07864,0.33333,0.14386,0.07545,0.86645,6.9142,1.46886,0.00018262,0.00018262,0.00018262
88,1235.44,0.75335,0.91487,1.20206,0.48072,0.33333,0.22767,0.18829,0.86653,5.86823,1.47269,0.000172436,0.000172436,0.000172436
89,1244.54,0.75386,1.10609,1.27152,0.48072,0.33333,0.22767,0.18829,0.86653,5.86823,1.47269,0.000161969,0.000161969,0.000161969
90,1252.86,0.76088,0.85442,1.2319,0.48072,0.33333,0.22767,0.18829,0.86653,5.86823,1.47269,0.000151218,0.000151218,0.000151218
91,1262.05,0.32194,0.6819,0.92228,0.48072,0.33333,0.22767,0.18829,0.86653,5.86823,1.47269,0.000140185,0.000140185,0.000140185
92,1270.57,0.48989,0.94937,1.12818,0.79106,0.66667,0.68539,0.60534,1.00588,3.25204,1.55759,0.000128869,0.000128869,0.000128869
93,1278.98,0.41797,0.67513,0.9306,0.79106,0.66667,0.68539,0.60534,1.00588,3.25204,1.55759,0.000117269,0.000117269,0.000117269
94,1287.63,0.51111,0.81258,0.99655,0.79106,0.66667,0.68539,0.60534,1.00588,3.25204,1.55759,0.000105387,0.000105387,0.000105387
95,1296.57,0.45509,0.76629,1.04093,0.79106,0.66667,0.68539,0.60534,1.00588,3.25204,1.55759,9.32222e-05,9.32222e-05,9.32222e-05
96,1305.35,0.49269,0.69327,1.10992,0.29587,0.66667,0.69701,0.60501,1.06914,3.396,1.546,8.07742e-05,8.07742e-05,8.07742e-05
97,1313.96,0.41419,0.74337,1.08581,0.29587,0.66667,0.69701,0.60501,1.06914,3.396,1.546,6.80433e-05,6.80433e-05,6.80433e-05
98,1322.79,0.31603,0.59756,0.89443,0.29587,0.66667,0.69701,0.60501,1.06914,3.396,1.546,5.50294e-05,5.50294e-05,5.50294e-05
99,1331.49,0.34716,0.58083,0.89832,0.29587,0.66667,0.69701,0.60501,1.06914,3.396,1.546,4.17325e-05,4.17325e-05,4.17325e-05
100,1340.74,0.46351,0.76951,1.22534,0.37053,0.66667,0.69588,0.63772,0.97358,3.13836,1.48509,2.81527e-05,2.81527e-05,2.81527e-05
