epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,19304.8,1.51252,2.64991,1.80053,0.09821,0.35617,0.1324,0.07172,1.93832,3.07949,2.56197,0.000684559,0.000684559,0.000684559
20,20371.7,1.53709,2.70457,1.7896,0.10681,0.16541,0.08337,0.03466,2.21262,3.46086,2.99715,0.000676313,0.000676313,0.000676313
21,21224.7,1.4893,2.65978,1.75359,0.10062,0.31715,0.11585,0.05712,1.9868,3.19573,2.85258,0.000668066,0.000668066,0.000668066
22,22328.8,1.3942,2.49797,1.68361,0.11458,0.35185,0.10486,0.05242,1.83464,3.26287,2.55162,0.000659819,0.000659819,0.000659819
23,23377.5,1.44351,2.58542,1.7694,0.10176,0.3688,0.1338,0.06796,1.68643,3.07531,2.25012,0.000651573,0.000651573,0.000651573
24,24350.6,1.49732,2.57735,1.7701,0.09144,0.27943,0.11546,0.05981,1.69048,3.09136,2.3343,0.000643326,0.000643326,0.000643326
25,25485.2,1.49649,2.55013,1.75371,0.08347,0.30145,0.12799,0.07006,1.79058,3.0713,2.34729,0.000635079,0.000635079,0.000635079
26,26527.1,1.47514,2.50932,1.75987,0.09855,0.29703,0.12463,0.06635,1.69605,2.99577,2.29521,0.000626832,0.000626832,0.000626832
27,27447,1.43465,2.4965,1.7437,0.13568,0.36137,0.14854,0.07658,1.68817,3.11386,2.23719,0.000618586,0.000618586,0.000618586
28,28479.7,1.35044,2.3949,1.66214,0.15017,0.38593,0.12583,0.06248,1.65106,3.12805,2.21203,0.000610339,0.000610339,0.000610339
29,29498.9,1.34282,2.37837,1.66662,0.14986,0.38513,0.17701,0.09888,1.63843,2.94422,2.21137,0.000602092,0.000602092,0.000602092
30,30408.6,1.3689,2.36444,1.66838,0.13992,0.41529,0.17111,0.09102,1.63286,3.00558,2.22466,0.000593846,0.000593846,0.000593846
31,31497.8,1.32469,2.33388,1.62496,0.1527,0.33427,0.15861,0.08543,1.69632,2.91259,2.26903,0.000585599,0.000585599,0.000585599
32,32609.9,1.33012,2.35427,1.67633,0.11112,0.3888,0.16205,0.08917,1.58943,3.0488,2.13598,0.000577352,0.000577352,0.000577352
33,33471.6,1.31505,2.37605,1.62073,0.12972,0.31696,0.17183,0.09094,1.84057,2.96975,2.32999,0.000569106,0.000569106,0.000569106
34,34603.1,1.29255,2.31086,1.63181,0.11036,0.34699,0.15841,0.08196,1.77231,3.05367,2.29876,0.000560859,0.000560859,0.000560859
35,35656.9,1.24766,2.29248,1.60042,0.11474,0.45958,0.18966,0.11274,1.56656,2.9507,2.11521,0.000552612,0.000552612,0.000552612
36,36599.3,1.32735,2.34472,1.67117,0.52428,0.18775,0.18204,0.10017,1.65615,3.08973,2.17371,0.000544365,0.000544365,0.000544365
37,37741.7,1.32694,2.30364,1.68787,0.10285,0.39604,0.16672,0.09218,1.66654,2.94626,2.20613,0.000536119,0.000536119,0.000536119
38,38905,1.25337,2.20089,1.59977,0.17255,0.33433,0.18868,0.11317,1.64411,2.89128,2.15897,0.000527872,0.000527872,0.000527872
39,39813.6,1.31078,2.26131,1.63348,0.14752,0.45906,0.19793,0.10933,1.62645,2.95113,2.18684,0.000519625,0.000519625,0.000519625
40,40912.6,1.21438,2.17655,1.5748,0.14353,0.4043,0.21735,0.13243,1.55842,2.91048,2.11294,0.000511379,0.000511379,0.000511379
41,42024.7,1.21683,2.21976,1.58276,0.11853,0.34406,0.19493,0.12759,1.50244,2.88161,2.07575,0.000503132,0.000503132,0.000503132
42,42965.5,1.22164,2.10319,1.57119,0.14407,0.29058,0.15249,0.09278,1.68588,3.10783,2.18185,0.000494885,0.000494885,0.000494885
43,44111.3,1.22629,2.13287,1.56703,0.16202,0.36147,0.19981,0.11722,1.60351,2.87051,2.15911,0.000486639,0.000486639,0.000486639
44,45271.6,1.18872,2.08322,1.54043,0.1607,0.43033,0.17631,0.0969,1.57227,2.90295,2.14546,0.000478392,0.000478392,0.000478392
45,46252.7,1.26117,2.21902,1.61865,0.16907,0.3476,0.15468,0.08156,1.75446,3.12925,2.26169,0.000470145,0.000470145,0.000470145
46,47294.3,1.17429,2.11985,1.54981,0.15039,0.42116,0.20965,0.1215,1.59413,2.86742,2.16849,0.000461898,0.000461898,0.000461898
47,48415.1,1.20306,2.13088,1.57238,0.13712,0.45939,0.22019,0.13118,1.59261,2.84351,2.16185,0.000453652,0.000453652,0.000453652
48,49254.5,1.17984,2.0546,1.51909,0.1669,0.40772,0.20578,0.13197,1.568,3.01225,2.15357,0.000445405,0.000445405,0.000445405
49,50331.6,1.13909,2.07905,1.51836,0.18767,0.43407,0.237,0.14681,1.50217,2.85589,2.02358,0.000437158,0.000437158,0.000437158
50,51447.7,1.15131,2.11024,1.49604,0.19191,0.38506,0.24677,0.15263,1.53693,2.80885,2.04284,0.000428912,0.000428912,0.000428912
51,52344.8,1.15968,2.01279,1.50894,0.16959,0.40982,0.21437,0.13198,1.53171,2.97008,2.04829,0.000420665,0.000420665,0.000420665
52,53490.5,1.1349,1.96655,1.49403,0.13788,0.41434,0.21227,0.13301,1.52921,2.90548,2.0635,0.000412418,0.000412418,0.000412418
53,54435.4,1.0724,1.92107,1.42686,0.19505,0.44135,0.23781,0.14631,1.57644,2.88853,2.14066,0.000404172,0.000404172,0.000404172
54,55310,1.10005,1.94884,1.46666,0.21877,0.44942,0.23008,0.14453,1.55673,2.88386,2.11137,0.000395925,0.000395925,0.000395925
55,56383.5,1.0786,1.88509,1.46324,0.21009,0.40775,0.23547,0.15229,1.5292,2.84645,2.11889,0.000387678,0.000387678,0.000387678
56,57436.6,1.06739,1.91989,1.45718,0.19033,0.42453,0.22503,0.13969,1.54801,2.94223,2.13168,0.000379431,0.000379431,0.000379431
57,58293.1,1.02288,1.91836,1.43629,0.20345,0.38315,0.24813,0.16103,1.58431,2.85401,2.13451,0.000371185,0.000371185,0.000371185
58,59414.1,1.09779,1.9167,1.4797,0.14782,0.43827,0.24789,0.16345,1.48655,2.80424,2.0614,0.000362938,0.000362938,0.000362938
59,60524.1,1.05525,1.79266,1.45365,0.21092,0.45111,0.25447,0.1601,1.44114,2.78876,2.00381,0.000354691,0.000354691,0.000354691
60,61313.2,1.02812,1.86944,1.43431,0.22136,0.31645,0.2646,0.16509,1.56962,3.03593,2.08846,0.000346445,0.000346445,0.000346445
61,62374.6,1.04758,1.84956,1.43445,0.20753,0.34582,0.23251,0.14483,1.59247,2.98271,2.1306,0.000338198,0.000338198,0.000338198
62,63511,1.0249,1.77974,1.42539,0.23381,0.41405,0.26941,0.17209,1.49398,2.8,2.05225,0.000329951,0.000329951,0.000329951
63,64366.2,0.96888,1.79256,1.38428,0.25735,0.41825,0.3036,0.19794,1.51272,2.81236,2.07902,0.000321705,0.000321705,0.000321705
64,65490.1,1.01268,1.7218,1.40071,0.3042,0.43751,0.30507,0.19443,1.51087,2.82416,2.08252,0.000313458,0.000313458,0.000313458
65,66612,0.98379,1.71228,1.37054,0.19929,0.38516,0.27918,0.17724,1.48572,2.85223,2.05172,0.000305211,0.000305211,0.000305211
66,67458.1,0.97878,1.71563,1.39145,0.21861,0.41111,0.28759,0.18906,1.46223,2.74884,2.03988,0.000296964,0.000296964,0.000296964
67,68568.3,0.95753,1.72276,1.3626,0.30101,0.34494,0.27281,0.17742,1.5087,2.93831,2.04096,0.000288718,0.000288718,0.000288718
68,69670.4,0.94867,1.65711,1.36096,0.23803,0.43418,0.27947,0.18055,1.52543,2.91861,2.07435,0.000280471,0.000280471,0.000280471
69,70545.5,0.99102,1.74234,1.40992,0.29598,0.35952,0.30945,0.19774,1.52641,2.85144,2.05668,0.000272224,0.000272224,0.000272224
70,71712.9,0.94867,1.65171,1.35624,0.27601,0.40826,0.27922,0.17819,1.53334,2.85557,2.06225,0.000263978,0.000263978,0.000263978
71,72828.9,0.97864,1.70697,1.38227,0.29149,0.31546,0.30679,0.19554,1.53581,2.80252,2.07592,0.000255731,0.000255731,0.000255731
72,73759.7,0.97848,1.64668,1.37062,0.28574,0.3988,0.33922,0.22978,1.43972,2.75562,2.00713,0.000247484,0.000247484,0.000247484
73,74872.9,0.88886,1.54921,1.32726,0.2522,0.43467,0.33635,0.2219,1.4541,2.7727,2.01556,0.000239238,0.000239238,0.000239238
74,75909,0.90686,1.5598,1.32179,0.25404,0.40677,0.33762,0.22275,1.40407,2.74486,1.98239,0.000230991,0.000230991,0.000230991
75,76790.7,0.87825,1.50739,1.30867,0.27764,0.46584,0.34555,0.23051,1.41438,2.74195,1.96958,0.000222744,0.000222744,0.000222744
76,77869.3,0.8954,1.52406,1.31088,0.33011,0.37818,0.34387,0.2272,1.44515,2.70244,1.99986,0.000214497,0.000214497,0.000214497
77,78994.3,0.84297,1.52028,1.28853,0.37016,0.34772,0.35735,0.23278,1.43844,2.74148,1.98896,0.000206251,0.000206251,0.000206251
78,80129.7,0.85406,1.4592,1.30053,0.34369,0.37657,0.35737,0.23414,1.41573,2.72576,1.96341,0.000198004,0.000198004,0.000198004
79,81042.3,0.83258,1.51566,1.27451,0.35593,0.33458,0.36928,0.23887,1.47931,2.81677,2.01149,0.000189757,0.000189757,0.000189757
80,82013.6,0.86871,1.48319,1.31066,0.32621,0.39698,0.35103,0.22572,1.44168,2.77384,2.00504,0.000181511,0.000181511,0.000181511
81,82994.6,0.82441,1.43223,1.24291,0.3734,0.3907,0.37933,0.24834,1.44086,2.71587,2.04201,0.000173264,0.000173264,0.000173264
82,84156.3,0.79923,1.35923,1.24384,0.37271,0.36893,0.3607,0.2435,1.4214,2.75782,1.99474,0.000165017,0.000165017,0.000165017
83,85270,0.82552,1.42105,1.26533,0.3786,0.36952,0.36492,0.24086,1.50799,2.81614,2.07357,0.000156771,0.000156771,0.000156771
84,86116.1,0.78734,1.35151,1.23061,0.29508,0.40883,0.34109,0.23338,1.4582,2.83572,2.02527,0.000148524,0.000148524,0.000148524
85,87269.9,0.82187,1.43478,1.30807,0.28718,0.40368,0.34221,0.23157,1.42468,2.83002,1.99252,0.000140277,0.000140277,0.000140277
86,88336.5,0.80361,1.34692,1.23875,0.2893,0.43969,0.35002,0.24071,1.40465,2.75023,1.97016,0.000132031,0.000132031,0.000132031
87,89282.1,0.76667,1.3725,1.22809,0.34044,0.41737,0.36245,0.24337,1.40732,2.79155,1.95944,0.000123784,0.000123784,0.000123784
88,90379.2,0.76062,1.2959,1.22728,0.30875,0.42242,0.36027,0.24275,1.42984,2.83621,1.99827,0.000115537,0.000115537,0.000115537
89,91587.1,0.77138,1.33792,1.234,0.33042,0.42689,0.34173,0.22943,1.47674,2.85696,2.06023,0.00010729,0.00010729,0.00010729
90,92552.9,0.72902,1.29486,1.21156,0.33151,0.39097,0.33989,0.23363,1.43662,2.77549,2.01472,9.90437e-05,9.90437e-05,9.90437e-05
91,93690.9,0.69141,1.20389,1.23571,0.36092,0.38132,0.36531,0.24582,1.44345,2.78009,2.02677,9.0797e-05,9.0797e-05,9.0797e-05
92,94802.4,0.69578,1.16343,1.23748,0.37902,0.40116,0.37628,0.25506,1.4646,2.85449,2.06429,8.25503e-05,8.25503e-05,8.25503e-05
93,95734.6,0.65025,1.0935,1.18337,0.33039,0.41865,0.37028,0.25153,1.44154,2.8009,2.05144,7.43036e-05,7.43036e-05,7.43036e-05
94,96818,0.61176,0.98995,1.16046,0.34655,0.3952,0.37215,0.25242,1.48338,2.78745,2.08187,6.60569e-05,6.60569e-05,6.60569e-05
95,97874.7,0.62663,0.98981,1.17738,0.39298,0.38929,0.39374,0.26195,1.45739,2.74263,2.06216,5.78102e-05,5.78102e-05,5.78102e-05
96,98726.2,0.62241,0.96058,1.17175,0.3672,0.42869,0.40132,0.27282,1.43734,2.74568,2.04031,4.95635e-05,4.95635e-05,4.95635e-05
97,99795.3,0.58438,0.91227,1.12032,0.38754,0.42924,0.39665,0.26615,1.43373,2.75632,2.04266,4.13168e-05,4.13168e-05,4.13168e-05
98,100940,0.57023,0.88828,1.12404,0.4021,0.41853,0.40003,0.26751,1.43897,2.77319,2.05217,3.30701e-05,3.30701e-05,3.30701e-05
99,101879,0.60302,0.92909,1.16268,0.38955,0.42352,0.40744,0.27414,1.43689,2.79751,2.05225,2.48234e-05,2.48234e-05,2.48234e-05
100,102926,0.57072,0.89262,1.12749,0.38775,0.43712,0.412,0.27797,1.44525,2.79918,2.05906,1.65767e-05,1.65767e-05,1.65767e-05
